Location,Hygiene,Micromanagement,Working Hours,Salary,Age,Infrastructure,Food Quality,Incentives,Family Size,Experience,Share Price,Attrition,Contract Workers,Location_Score,Internal_Audit,External_Audit,Fin_Score,Loss_Score,Past_Score,IsUnderRisk
Developed Economies and EU,2,7,13,17560,15,7,5,225,8,14,1322,33,7875,18.0,30.063390476190477,17.665623705227667,26.536457142857145,10.023,35.352,0
Central and South-Eastern Europe and CIS,3,8,5,18437,37,6,3,555,8,15,1132,3,8430,8.5,30.01358095238096,25.62437672338663,25.783047619047622,11.147666666666666,33.183466666666675,1
Africa,3,7,1,40287,27,3,4,9579,8,40,952,40,7614,8.5,17.570009523809528,23.320160587487322,37.597114285714284,14.128333333333334,22.2058,0
Latin America and the Caribbean,2,2,2,13619,42,7,3,281,8,8,347,35,3011,51.8,20.499409523809522,19.952623833811955,32.22913333333334,13.344000000000001,19.423333333333336,0
Asia-Pacific,5,2,9,17072,22,5,5,306,10,41,784,13,7841,12.0,31.205857142857145,18.57974368865458,22.493838095238097,19.648,18.52166666666667,0
Central and South-Eastern Europe and CIS,1,6,18,32766,25,3,2,785,5,4,45,15,358,8.5,32.78092380952381,17.652750989384653,32.08002857142858,9.768333333333334,17.462133333333334,1
Latin America and the Caribbean,5,1,9,26458,25,2,1,5837,8,60,1190,32,3581,46.9,22.420276190476194,22.87734487734488,16.14229523809524,14.897000000000002,30.63486666666667,0
Central and South-Eastern Europe and CIS,2,7,12,23073,48,9,4,428,2,40,37,7,3637,13.1,29.11334285714286,22.821610732501824,24.44130476190476,19.74266666666667,26.838,0
Central and South-Eastern Europe and CIS,2,4,20,42958,40,1,3,4736,10,16,1393,35,1934,12.0,22.116961904761904,19.777763490634783,26.438714285714287,9.759333333333334,22.95393333333333,1
Middle East,4,8,16,34851,19,2,1,260,5,4,862,31,1577,18.0,29.85979047619048,17.204806194905206,24.71379047619048,20.972666666666672,35.14353333333333,0
Developed Economies and EU,2,4,1,4848,37,4,5,4946,8,1,146,19,6414,12.0,26.85686666666667,8.321875044647323,29.122257142857137,24.404666666666667,28.694933333333335,0
Asia-Pacific,4,4,20,21955,70,5,3,173,8,16,636,5,152,18.0,33.884142857142855,20.634377723486637,15.69502857142857,22.050000000000004,16.849266666666665,0
Africa,3,7,10,9280,70,5,3,783,7,20,1083,16,8636,46.9,25.898666666666664,23.13727086994414,33.98495238095238,10.750666666666667,21.06586666666667,0
Middle East,4,3,5,46031,38,1,1,294,5,49,1306,35,2591,12.0,17.445180952380955,20.061791893475068,25.93869523809524,19.475000000000005,34.73753333333334,1
Developed Economies and EU,1,5,2,11425,40,1,5,1935,5,19,1395,24,390,12.0,33.72552380952381,17.176174760333176,27.677257142857147,22.130333333333336,35.696,0
Asia-Pacific,1,2,16,15236,46,9,4,1752,4,56,268,2,4854,18.0,29.75268571428571,20.044161559013045,27.99654285714286,7.074000000000001,27.79766666666667,0
Africa,1,4,17,31922,27,8,2,2480,7,51,103,13,6281,18.0,20.856504761904763,20.737602331661737,29.55609523809524,5.561000000000001,37.544,0
Latin America and the Caribbean,4,9,10,33800,48,7,5,302,8,35,1454,36,450,18.0,30.995095238095242,18.82229651536582,32.91231428571429,19.859333333333336,23.06033333333334,0
Asia-Pacific,2,7,8,46609,67,3,1,748,10,22,536,4,7753,51.8,8.434704761904763,18.997942651408,29.4410380952381,16.145666666666667,15.577266666666667,0
Central and South-Eastern Europe and CIS,5,9,20,7523,60,7,4,9743,8,56,410,26,5788,13.1,32.435704761904766,25.856614232851854,24.373647619047624,16.464000000000002,28.683533333333333,0
Asia-Pacific,3,5,3,18625,57,8,1,9907,4,5,215,15,4755,8.5,25.014257142857144,20.364865057934367,26.08407619047619,9.468666666666667,30.77966666666667,0
Middle East,3,4,3,27956,28,6,1,6529,9,8,637,40,8103,12.0,33.88702857142858,27.64043547211864,31.066209523809523,14.365999999999998,12.727333333333334,0
Latin America and the Caribbean,5,8,18,30342,55,6,4,3992,7,30,1425,14,2552,18.0,21.569980952380956,14.744603031731742,35.82763809523809,13.649666666666668,40.884933333333336,0
Africa,2,10,14,10528,33,8,1,164,5,6,1295,1,9777,13.1,20.37211428571429,12.703227465603703,29.293923809523815,23.943666666666665,19.72546666666667,0
Latin America and the Caribbean,1,1,24,45138,25,8,2,242,7,1,786,21,279,51.8,29.3241619047619,21.01915905876302,19.126838095238096,4.742666666666667,31.269999999999996,0
Africa,2,3,3,2137,44,6,4,975,1,30,823,30,4606,18.0,38.79536190476191,17.760604631891763,31.076485714285717,24.933000000000003,31.791133333333338,0
Latin America and the Caribbean,4,10,20,18756,25,1,3,465,1,20,503,15,4645,51.8,22.563476190476194,12.971940051147973,35.261895238095235,16.244666666666667,31.948733333333333,0
Africa,1,9,8,41117,41,9,2,899,5,25,46,26,958,8.5,16.06649523809524,21.14072835855014,25.79412380952381,8.543333333333335,28.4346,0
Africa,5,8,18,17324,40,2,1,9486,4,34,1012,24,6453,46.9,24.733380952380955,13.77023416627377,27.642657142857146,17.585333333333335,30.424866666666667,0
Africa,1,1,12,6621,11,9,4,5821,7,5,730,29,2381,8.5,19.095714285714287,22.390039003900394,26.405019047619042,10.958000000000002,25.779933333333332,0
Latin America and the Caribbean,5,6,1,21524,31,1,1,531,5,38,413,4,3289,12.0,27.917399999999997,15.10963953538211,25.10289523809524,7.265333333333333,25.216199999999994,0
Africa,5,4,1,15764,43,9,3,130,4,8,1082,2,9739,51.8,25.370904761904768,29.436415070078436,26.551180952380953,12.236,20.171266666666664,0
Latin America and the Caribbean,2,9,6,11011,39,10,3,1502,3,56,692,8,8643,8.5,39.103952380952386,16.70848513422771,24.182095238095236,16.756999999999998,18.03826666666667,0
Developed Economies and EU,4,8,23,9623,49,10,3,322,8,14,377,36,5609,18.0,16.669523809523813,16.186961553298186,30.960076190476194,11.185,20.395200000000003,0
Africa,4,6,23,19354,62,3,5,194,1,32,1468,17,4221,8.5,36.007323809523804,11.68942608546569,21.21794285714286,21.942333333333337,25.843933333333336,0
Latin America and the Caribbean,2,2,14,18243,51,1,2,864,1,49,55,37,2580,12.0,34.23682857142857,30.360736073607363,20.407438095238096,7.250000000000001,28.64626666666667,0
Central and South-Eastern Europe and CIS,4,10,2,10180,52,1,2,5888,2,56,1339,10,5478,8.5,22.018780952380958,9.025159658823027,15.952161904761908,18.142666666666667,38.1062,0
Central and South-Eastern Europe and CIS,5,5,13,38449,68,6,5,602,10,24,787,5,8426,13.1,27.49256190476191,17.83765519409084,42.53598095238096,26.282333333333334,19.179333333333332,0
Middle East,1,3,20,41254,60,2,3,1696,2,31,1077,38,2493,8.5,18.84721904761905,27.179560813224178,17.514219047619047,24.880333333333333,34.519,0
Africa,2,5,9,40443,45,9,2,909,9,14,140,6,2595,12.0,20.70535238095238,25.632606117754637,28.402409523809524,18.395,14.161066666666663,0
Developed Economies and EU,2,2,9,33303,33,1,2,654,8,39,696,23,911,12.0,35.80679047619048,20.564742188504567,26.22944761904762,20.543666666666667,18.78066666666667,1
Middle East,4,6,9,21214,56,3,4,876,8,52,1282,27,7738,46.9,25.667438095238097,20.22702270227023,26.165114285714285,18.928333333333335,25.485333333333333,0
Developed Economies and EU,5,3,9,41299,39,3,2,7741,9,45,1010,6,1048,12.0,21.83897142857143,24.611875473261613,35.143009523809525,11.686666666666667,22.852600000000002,0
Asia-Pacific,4,9,12,1757,13,1,2,376,4,39,1086,4,978,18.0,29.283876190476192,10.445044504450445,17.81360952380952,11.991666666666667,28.534733333333335,0
Latin America and the Caribbean,4,9,10,28620,17,3,3,283,8,26,440,27,4518,51.8,20.921780952380953,32.947366165187944,29.63784761904762,15.244000000000002,33.071333333333335,0
Latin America and the Caribbean,4,5,2,18845,43,10,3,999,5,7,750,31,7676,18.0,26.43841904761905,18.582672552969584,15.182609523809523,12.578666666666669,24.700466666666667,0
Asia-Pacific,1,3,8,34111,16,5,1,1871,1,57,1352,37,2431,51.8,31.738,17.67638192390668,29.598019047619044,10.642333333333335,29.9408,0
Central and South-Eastern Europe and CIS,4,8,23,9448,22,2,3,3946,2,21,695,21,7951,13.1,29.641666666666673,28.241295558127238,28.557685714285714,15.621000000000002,22.382066666666667,0
Africa,1,6,18,26113,49,2,4,1647,9,29,981,22,3710,13.1,39.20971428571429,19.01871615733002,27.723209523809526,9.576666666666666,33.84700000000001,0
Middle East,5,1,15,13834,18,5,2,600,1,33,1228,8,3221,18.0,25.68562857142857,14.300501478719301,23.574942857142855,19.206,35.61240000000001,0
Africa,3,8,14,7644,65,8,4,425,6,43,1242,36,3164,12.0,32.85713333333334,15.277384881345279,24.754609523809524,13.272666666666666,21.126266666666666,0
Latin America and the Caribbean,2,3,4,30354,55,7,5,7229,2,8,1405,37,1809,46.9,32.31748571428572,12.854771191404858,28.0476,9.637333333333334,29.95546666666667,0
Developed Economies and EU,1,8,10,25775,69,8,3,756,5,55,1098,31,9312,51.8,32.01534285714286,15.812766990984814,24.359104761904764,10.360999999999997,17.765200000000004,0
Latin America and the Caribbean,3,10,5,17238,13,5,2,3113,1,34,1344,7,9912,13.1,34.36221904761905,18.604217564613606,25.594857142857148,18.624,23.465600000000002,0
Middle East,3,4,14,30933,49,2,2,1059,8,2,1162,30,1585,51.8,39.304990476190476,12.554526881259557,28.81834285714286,14.10266666666667,19.686,0
Middle East,2,3,9,1661,65,10,3,5199,4,18,882,20,6504,12.0,26.4946380952381,15.585587130141587,31.756600000000006,20.437333333333328,37.912466666666674,0
Central and South-Eastern Europe and CIS,1,1,9,41601,12,3,1,5549,1,42,332,19,4029,18.0,38.91654285714286,13.580215164373582,21.602733333333333,22.118666666666662,24.6472,0
Africa,1,5,5,4582,43,1,1,209,7,15,467,37,1899,12.0,30.76486666666667,9.66806680668067,27.118600000000004,23.229,19.62313333333333,0
Asia-Pacific,5,1,5,25779,29,1,3,707,2,19,236,7,7415,13.1,38.092933333333335,25.21633591930622,28.858561904761903,10.939666666666668,21.235,0
Asia-Pacific,5,6,15,40111,40,2,2,947,9,3,1391,1,8272,46.9,40.28321904761904,20.134013401340134,27.44478095238096,12.994333333333334,23.462066666666665,0
Central and South-Eastern Europe and CIS,3,9,12,30488,14,7,1,542,7,46,139,16,1950,13.1,27.339961904761907,17.071950052148075,32.065152380952384,15.873666666666667,32.940200000000004,0
Developed Economies and EU,4,6,2,1114,44,7,1,578,10,46,1332,26,7131,12.0,30.672476190476196,27.836855114082837,19.553285714285714,12.449333333333335,29.368666666666666,0
Africa,2,10,10,18064,11,4,1,1720,5,7,556,17,4042,18.0,21.49021904761905,22.112639835412114,11.042876190476191,17.722333333333335,28.213,1
Developed Economies and EU,1,6,5,45035,68,3,2,8727,8,27,923,34,891,8.5,26.690142857142856,22.75381823896676,16.24064761904762,12.896666666666668,19.30806666666667,0
Developed Economies and EU,3,9,5,7693,28,10,3,671,6,32,808,36,3764,12.0,33.65620952380953,18.521052105210522,21.736790476190478,8.671333333333335,21.869666666666664,1
Developed Economies and EU,4,10,9,46568,19,2,2,353,2,18,828,30,7634,18.0,40.601733333333335,27.52936722243653,20.179961904761907,20.90566666666667,24.965333333333334,0
Asia-Pacific,2,6,5,16865,25,9,4,7082,2,49,1093,31,1008,13.1,29.343152380952382,25.033146171760034,33.99585714285715,22.317999999999998,34.31753333333334,0
Developed Economies and EU,5,1,3,5139,19,9,1,303,8,13,660,20,88,46.9,29.983895238095236,12.92277799208492,34.71986666666667,14.314333333333334,29.683133333333338,0
Middle East,1,3,21,9164,53,3,4,5104,5,37,1179,35,9205,8.5,25.459323809523816,13.761076107610762,41.11638095238096,10.25,10.82666666666667,0
Asia-Pacific,4,2,22,6095,30,10,4,848,5,8,168,27,5852,18.0,33.31802857142858,17.74876059034475,18.87697142857143,16.286333333333335,33.92626666666667,0
Africa,2,6,2,5575,45,2,2,6840,5,55,91,4,5180,8.5,19.039552380952387,16.65122226508365,21.049342857142857,19.579666666666668,38.16246666666667,1
Middle East,2,8,8,47169,41,8,2,7747,2,17,1231,23,2771,13.1,25.113752380952388,14.390510479619392,13.96597142857143,18.326666666666668,32.39326666666667,1
Middle East,3,1,18,40013,70,5,5,7227,9,20,594,22,7389,46.9,21.830409523809525,29.021687883074026,27.58255238095238,9.275666666666666,36.326800000000006,0
Middle East,4,5,11,14424,16,9,1,877,2,1,685,6,6849,8.5,22.279885714285715,15.626519794836627,27.122942857142856,12.675666666666668,31.858000000000008,0
Central and South-Eastern Europe and CIS,3,4,23,28565,60,10,3,934,10,57,508,18,3911,51.8,24.751390476190473,13.731916048747733,29.692742857142857,15.860333333333335,29.45546666666667,1
Developed Economies and EU,5,5,17,38449,48,7,5,5796,6,57,66,4,133,8.5,24.8652,23.994756618518995,32.83851428571429,15.302,35.1668,1
Asia-Pacific,3,8,3,43052,68,9,5,5712,7,11,1365,17,6161,8.5,26.49644761904762,16.692069206920692,28.947047619047623,15.932000000000002,26.99066666666667,0
Africa,5,6,20,7048,27,8,2,320,9,51,180,20,6700,18.0,30.60647619047619,22.73755947023274,31.67312380952381,18.650000000000002,20.5356,1
Asia-Pacific,3,2,18,45670,60,10,3,414,7,60,800,27,21,13.1,28.894342857142856,13.24902490249025,24.58998095238095,11.129666666666667,21.650533333333332,0
Latin America and the Caribbean,2,10,7,31170,40,5,4,2234,4,29,339,18,2981,18.0,24.639152380952385,24.892617833211894,28.21039047619048,17.55566666666667,26.7268,0
Middle East,4,1,13,45701,38,4,1,1419,1,25,204,14,4819,51.8,25.21438095238095,18.84808480848085,28.49687619047619,10.722000000000001,25.34066666666667,0
Asia-Pacific,2,8,24,40783,70,2,5,215,9,60,1126,39,6840,46.9,20.942609523809526,19.53821096395354,14.372038095238096,12.383,27.144266666666667,0
Middle East,5,2,19,43881,36,1,5,929,1,13,919,24,1879,51.8,30.84850476190476,12.063634934922064,23.88727619047619,11.994333333333335,24.99506666666667,0
Africa,3,5,14,36058,68,5,5,808,3,51,151,3,9575,18.0,38.410047619047624,22.18048947751918,15.329780952380952,24.168000000000003,28.65973333333333,0
Developed Economies and EU,4,2,3,48827,20,6,1,4455,6,5,1245,38,1545,51.8,26.67309523809524,15.362507679339362,22.706885714285715,17.016000000000002,28.161933333333337,0
Africa,3,4,22,26204,57,5,2,958,4,4,1418,34,4164,46.9,37.63521904761905,30.92604974783193,25.3974380952381,23.304666666666673,30.0924,0
Developed Economies and EU,5,6,6,9738,22,7,2,678,10,47,23,23,8141,46.9,21.26641904761905,18.149800694355154,33.209295238095244,21.051000000000002,15.3674,0
Asia-Pacific,2,6,22,33462,54,5,3,167,4,44,788,20,3535,51.8,33.679809523809524,17.26881259554527,25.55849523809524,20.034000000000002,34.33613333333334,0
Central and South-Eastern Europe and CIS,3,8,6,40840,54,4,3,733,2,19,261,6,8944,46.9,13.959504761904759,18.674438872458673,18.708485714285715,18.36766666666667,24.2842,0
Central and South-Eastern Europe and CIS,3,2,16,23758,43,4,5,752,6,14,220,30,3211,46.9,18.24701904761905,18.50720786364351,13.736390476190474,18.273666666666667,31.277800000000006,1
Africa,4,9,8,12116,20,10,5,1066,6,42,1264,39,5429,18.0,39.63254285714286,30.749846413212754,32.7744761904762,23.76366666666667,36.22166666666667,0
Developed Economies and EU,2,9,16,27631,57,10,1,334,2,51,532,6,1747,18.0,26.69710476190476,16.085951452288086,27.466571428571427,13.387666666666668,37.83746666666667,0
Middle East,5,5,8,2630,30,5,3,470,5,8,585,39,7102,8.5,26.08354285714286,17.188861743317187,23.2596,14.722,23.903333333333336,0
Central and South-Eastern Europe and CIS,2,1,4,21932,15,10,1,3775,4,34,514,17,4947,12.0,27.56723809523809,27.382895432400385,28.810542857142856,14.333666666666666,27.771,0
Africa,1,10,15,4604,22,5,1,4260,7,60,409,26,6933,12.0,27.36370476190476,15.975783292614976,28.71626666666667,14.761,26.699533333333335,0
Africa,5,8,4,11058,47,3,3,227,4,17,314,25,1388,46.9,26.88117142857143,22.34739188204535,28.59729523809524,23.479000000000003,21.2884,0
Developed Economies and EU,2,2,19,34987,50,3,5,227,9,30,829,19,8490,13.1,35.730380952380955,16.24733901961625,18.465514285714292,15.938666666666668,34.75593333333333,0
Middle East,3,10,9,48724,50,4,2,636,9,41,560,2,6807,13.1,27.916638095238095,19.25086794393725,26.50536190476191,11.450000000000001,28.377666666666663,0
Central and South-Eastern Europe and CIS,3,4,9,7917,56,5,4,741,7,28,409,31,531,8.5,27.184761904761906,21.013472775849014,20.920457142857142,17.091,23.5968,0
Developed Economies and EU,2,3,8,17309,68,9,3,6120,6,43,741,32,1860,18.0,34.51107619047619,16.810609632391813,20.626152380952384,16.392,22.315666666666665,0
Middle East,3,4,19,20424,14,9,1,898,3,2,1286,30,3866,51.8,35.95485714285714,15.832611832611834,22.580733333333335,14.898,30.98893333333334,0
Africa,2,9,9,28354,15,8,4,1529,4,41,1283,23,4772,12.0,22.51993333333333,28.000400040004003,32.750504761904764,16.07266666666667,34.34473333333333,0
Asia-Pacific,2,1,4,24641,58,10,5,756,7,14,1092,2,7470,13.1,36.589695238095246,20.665923735230667,31.64040952380953,15.461,28.051933333333334,1
Latin America and the Caribbean,1,10,8,47307,28,3,1,8376,7,6,752,24,9822,51.8,19.257314285714287,19.54189704684754,28.467419047619046,15.746333333333334,33.92946666666667,0
Middle East,3,8,6,25144,34,1,4,714,5,44,1131,1,4075,46.9,24.220819047619045,12.273641649879274,28.180142857142858,17.890333333333334,23.7638,0
Middle East,1,9,11,42927,67,2,3,443,9,23,248,2,8768,18.0,32.76208571428572,14.452730987384452,21.34896190476191,7.571666666666668,26.5822,0
Central and South-Eastern Europe and CIS,2,7,11,32007,42,1,4,418,4,34,786,16,6488,13.1,18.916676190476192,17.976783392624977,28.034057142857144,10.149,23.530000000000005,0
Africa,5,10,7,12780,17,2,4,920,6,43,182,25,109,46.9,28.43092380952381,12.64806480648065,26.315047619047622,9.546666666666669,20.461933333333338,0
Africa,1,5,1,26805,35,10,4,4446,4,35,420,40,4198,8.5,32.4156761904762,15.344363007729346,26.112561904761904,12.772666666666668,22.478733333333338,0
Asia-Pacific,5,5,24,27219,35,8,1,492,2,39,1303,39,8606,18.0,25.880266666666667,16.659065906590662,28.068295238095235,5.070666666666667,42.552200000000006,0
Africa,5,4,2,15082,26,2,1,326,7,17,700,28,4211,8.5,25.00038095238095,29.244553026731246,36.433009523809524,14.627333333333334,23.884133333333335,0
Middle East,2,9,3,2988,17,5,5,294,3,9,1487,10,2160,8.5,21.0036380952381,23.51320846370351,15.09557142857143,21.858666666666668,27.416,0
Africa,1,2,10,12865,44,6,2,6280,6,2,659,20,4639,12.0,17.81897142857143,13.162844855914166,14.34855238095238,10.777333333333333,12.815533333333335,0
Latin America and the Caribbean,5,8,13,8973,64,3,4,364,8,34,559,14,6007,12.0,28.078342857142864,19.6000457188576,36.300200000000004,20.855666666666668,23.1386,0
Middle East,3,9,16,44702,37,3,2,368,8,43,194,16,3904,8.5,24.335276190476193,11.268498278399269,22.837247619047616,13.611,28.265600000000003,0
Latin America and the Caribbean,4,3,9,5298,22,6,4,806,6,58,1101,27,5006,18.0,29.409409523809522,31.07970797079708,32.833647619047625,22.237000000000002,32.04826666666667,0
Latin America and the Caribbean,4,4,24,23912,43,10,3,946,9,48,650,39,6278,18.0,34.228028571428574,16.472247224722476,29.381580952380954,14.190666666666669,19.726133333333333,1
Developed Economies and EU,2,7,9,46162,21,4,4,504,3,34,1039,16,5342,12.0,29.669647619047616,13.559298787021559,18.699057142857146,20.174,19.1874,0
Central and South-Eastern Europe and CIS,3,5,3,10174,69,10,5,135,1,59,389,19,4519,51.8,31.697066666666668,18.432300372894435,23.177142857142858,2.0966666666666667,34.04206666666667,0
Asia-Pacific,5,5,23,35821,27,1,3,438,1,19,523,21,8913,12.0,15.322933333333335,21.908619433371907,21.593619047619047,19.093333333333334,33.129733333333334,0
Central and South-Eastern Europe and CIS,5,5,23,30760,30,2,2,9809,1,44,162,31,7287,18.0,31.600514285714286,18.592587830211592,25.874295238095236,14.289666666666664,31.409000000000002,0
Asia-Pacific,3,4,6,24348,59,8,3,8763,10,13,365,39,8489,12.0,28.897152380952377,17.006472075779005,26.063133333333337,11.996666666666666,35.00620000000001,0
Developed Economies and EU,5,10,6,33672,19,1,4,372,2,48,1354,5,1435,12.0,37.21220952380953,18.54864057834355,31.311571428571433,14.326999999999998,24.557200000000005,0
Latin America and the Caribbean,4,2,3,40144,17,8,2,2231,1,56,1125,4,6126,18.0,23.038514285714285,10.163173460203163,33.51320952380953,13.752666666666666,25.372266666666665,0
Asia-Pacific,1,4,11,26243,12,5,4,5628,10,60,1195,17,7412,13.1,26.13554285714286,17.95981026674096,24.476619047619046,13.477333333333332,30.763600000000004,1
Latin America and the Caribbean,4,1,20,5327,14,5,3,6547,9,10,1057,9,5237,18.0,22.100761904761903,20.713014158558714,16.853704761904762,10.245999999999999,23.22833333333333,0
Central and South-Eastern Europe and CIS,3,5,18,13336,46,10,1,344,8,20,1455,37,9026,13.1,32.04246666666666,25.037946651808042,23.830666666666666,10.981333333333335,29.143933333333333,0
Developed Economies and EU,2,4,13,3043,64,7,5,349,10,34,1226,33,7748,8.5,33.82881904761905,13.48820596345349,26.383476190476195,18.053,22.152,0
Central and South-Eastern Europe and CIS,3,8,24,15295,69,2,3,1946,8,16,793,10,6694,8.5,20.900114285714288,24.893932250367897,12.536790476190477,17.078333333333333,22.78633333333333,0
Developed Economies and EU,1,8,24,40826,54,5,5,4496,6,35,533,15,7497,8.5,35.29015238095239,16.766705241952767,32.084066666666665,12.199666666666667,30.105000000000004,0
Asia-Pacific,5,9,20,9063,24,5,1,890,6,4,1223,2,8441,18.0,28.180466666666664,23.74651750889375,25.709838095238098,13.361,23.752266666666667,0
Developed Economies and EU,3,6,13,34625,12,2,2,126,2,26,1270,18,8375,46.9,18.33653333333334,17.534896346777536,33.275485714285715,18.299,43.6528,0
Middle East,4,6,7,8371,39,1,5,245,6,8,382,29,4322,12.0,20.425323809523814,19.78876459074479,34.4052380952381,16.731666666666666,28.135199999999998,0
Middle East,5,2,5,33164,35,1,4,7334,8,51,1142,25,8878,18.0,26.170200000000005,13.40919806266341,23.85175238095238,19.132,23.002400000000005,0
Africa,1,9,21,23029,55,6,5,796,10,39,153,14,8731,51.8,23.526752380952377,21.24159558813024,31.330228571428577,16.749333333333336,15.94106666666667,0
Middle East,4,2,3,30916,21,1,4,1216,10,34,644,6,517,8.5,28.89542857142857,9.371194262283373,12.544076190476192,25.469,27.601333333333333,0
Middle East,5,4,8,4878,15,1,4,992,9,56,717,18,6939,13.1,29.269228571428574,13.255782721129256,25.183923809523804,12.885,20.749733333333335,1
Middle East,1,6,1,21331,19,5,3,8761,5,52,1268,39,5076,18.0,29.56298095238095,14.883031160258883,26.942495238095237,17.512333333333334,28.305400000000002,0
Africa,3,2,10,18738,16,1,2,814,1,30,1099,23,9917,18.0,23.779304761904765,21.344877344877343,37.023561904761905,10.326333333333332,18.0812,0
Central and South-Eastern Europe and CIS,4,1,19,17360,65,10,2,230,3,16,1223,24,436,51.8,22.343752380952385,24.079793693655084,37.44449523809524,14.833666666666668,21.540266666666668,1
Asia-Pacific,4,8,21,25643,32,3,5,6702,5,16,333,33,1964,46.9,21.723390476190474,18.904661894760906,13.429466666666665,23.341,35.1266,0
Central and South-Eastern Europe and CIS,2,1,12,36042,65,10,1,8973,6,8,1134,39,7607,12.0,19.803761904761906,11.950937950937952,31.96313333333334,11.669333333333334,39.83420000000001,0
Developed Economies and EU,3,7,5,10408,11,7,2,511,4,31,231,38,3622,18.0,29.29538095238095,18.964153558212963,29.30141904761905,6.364333333333333,35.738933333333335,0
Middle East,5,7,11,35101,21,5,2,104,3,19,71,35,4887,18.0,25.629857142857144,16.853613932821855,20.234638095238093,14.448,14.664799999999998,0
Asia-Pacific,5,1,17,27702,38,9,2,542,1,17,800,11,9205,51.8,25.52599047619048,13.43735802151644,28.912495238095243,22.57,28.55913333333333,0
Central and South-Eastern Europe and CIS,2,6,5,15781,15,1,5,7230,4,50,831,23,2501,51.8,31.688676190476194,28.99152772420099,27.385685714285717,22.49133333333333,27.92926666666667,0
Latin America and the Caribbean,1,7,17,24315,32,6,5,3390,7,26,942,23,9414,8.5,36.40065714285715,24.265026502650265,27.672419047619044,14.575000000000001,32.66773333333334,0
Latin America and the Caribbean,4,6,15,24486,70,3,4,3335,5,48,97,27,4211,46.9,28.595857142857138,10.866772391524867,21.060447619047622,17.197333333333333,15.371800000000002,0
Africa,4,9,20,11677,11,2,4,6372,2,46,592,6,8018,13.1,43.224399999999996,28.57202863143457,24.818285714285715,14.082999999999998,18.409266666666667,0
Developed Economies and EU,2,3,4,17131,62,6,5,193,10,35,1489,39,7577,46.9,19.544438095238096,14.130484477019131,23.95504761904762,12.219666666666667,31.043933333333335,0
Central and South-Eastern Europe and CIS,1,2,6,9389,17,5,2,77,7,19,193,24,1527,8.5,22.045057142857143,27.75287528752876,42.769866666666665,7.621333333333334,21.659066666666664,0
Latin America and the Caribbean,3,1,19,20461,41,7,5,677,8,42,897,18,4313,51.8,31.189314285714293,27.455745574557454,27.813066666666668,16.922333333333334,36.83506666666667,0
Developed Economies and EU,2,8,10,46654,49,10,3,711,3,3,95,37,432,46.9,20.277057142857142,18.093323618076095,21.158980952380954,11.684999999999999,36.21,0
Latin America and the Caribbean,4,3,19,37896,59,5,2,1082,6,38,1103,33,6724,8.5,33.7592,15.2997299729973,27.284257142857143,17.679333333333336,17.915133333333333,0
Central and South-Eastern Europe and CIS,5,2,8,22470,48,4,4,327,4,11,502,13,974,51.8,27.258019047619054,14.016458788736017,32.715076190476196,9.194333333333333,26.398533333333337,0
Middle East,1,5,24,1662,40,9,3,3231,2,22,933,21,2673,51.8,37.230180952380955,15.456359921706458,19.63599047619048,20.234,34.06773333333334,0
Middle East,5,2,11,4830,40,7,5,8468,1,32,1434,38,974,46.9,23.86549523809524,22.57661480433758,22.477342857142858,14.296666666666665,19.346933333333336,1
Central and South-Eastern Europe and CIS,5,2,5,34461,54,7,4,834,7,34,476,15,5306,46.9,26.457961904761905,12.182175360393183,23.401219047619048,17.161333333333335,30.252133333333337,0
Asia-Pacific,5,1,20,40153,15,1,5,595,4,4,9,14,2578,13.1,33.930019047619055,14.676896261054678,18.95547619047619,13.722666666666669,31.43606666666667,0
Middle East,3,3,11,14682,45,9,5,714,7,23,1129,28,6169,8.5,21.29629523809524,23.13532781849614,24.091371428571428,15.262666666666668,18.975866666666672,0
Latin America and the Caribbean,5,1,9,47130,24,4,5,499,3,57,1298,20,4459,18.0,25.246009523809526,23.213335619276215,33.72351428571429,12.747333333333334,17.739666666666672,0
Middle East,3,6,24,40017,28,9,5,622,4,40,822,5,9799,13.1,23.222780952380955,24.14807195005215,34.80990476190476,11.076333333333336,31.596733333333333,0
Developed Economies and EU,1,7,2,13416,39,10,3,266,7,58,1407,14,5995,51.8,19.437047619047622,25.698884174131702,20.62931428571429,28.050333333333334,24.5002,0
Central and South-Eastern Europe and CIS,2,6,24,21931,20,4,3,299,1,19,1344,32,952,51.8,19.30954285714286,31.5970739931136,26.952780952380955,4.640333333333333,25.58786666666667,0
Central and South-Eastern Europe and CIS,2,2,23,21384,10,3,3,294,9,2,863,37,8001,18.0,26.430676190476195,16.08979469375509,32.34488571428572,16.529000000000003,34.936,0
Africa,4,8,11,12703,22,9,1,455,1,29,769,24,3633,46.9,31.700276190476195,13.167645335962169,24.033028571428574,4.019,28.187599999999996,0
Asia-Pacific,2,9,23,16869,41,8,3,826,6,20,532,2,2596,8.5,38.13901904761905,24.182803994685187,38.20265714285714,15.745000000000001,29.692733333333337,0
Central and South-Eastern Europe and CIS,2,9,14,21026,56,8,1,742,5,14,63,18,3237,13.1,23.050314285714283,12.598374123126598,31.675180952380956,15.74666666666667,24.927733333333336,0
